,映画（作品名）,年,月,日,公開日
37085,茲山魚譜－チャサンオボ－,2021,12,1,20211201
37086,マイ ビューティフル ガーデン,2021,12,1,20211201
37091,１５ミニッツウォー,2021,12,1,20211201
37092,私は白鳥,2021,12,1,20211201
37093,アップグレード,2021,12,1,20211201
37096,ペルセポネーの泪,2021,12,1,20211201
37125,ヴェノム：レット・ゼア・ビー・カーネイジ,2021,12,3,20211203
37130,ＭＡＮＫＡＩ ＭＯＶＩＥ「Ａ３！」ＳＰＲＩＮＧ＆ＳＵＭＭＥＲ,2021,12,3,20211203
37141,彼女が好きなものは,2021,12,3,20211203
37146,１８９,2021,12,3,20211203
37147,天才ヴァイオリニストと消えた旋律,2021,12,3,20211203
37162,フラ・フラダンス,2021,12,4,20211204
37165,ＳＵＰＥＲ ＪＵＮＩＯＲ－ＹＥＳＵＮＧ ＯＮ－ＬＩＮＥ Ｓｐｅｃｉａｌ Ｅｖｅｎｔ,2021,12,4,20211204
37166,パーフェクトケア,2021,12,4,20211204
37235,ＡＲＩＡ Ｔｈｅ ＢＥＮＥＤＩＺＩＯＮＥ,2021,12,7,20211207
37246,シネマ歌舞伎 刺青奇遇,2021,12,7,20211207
37265,ＭＯＮＳＴＡ Ｘ ： ＴＨＥ ＤＲＥＡＭＩＮＧ,2021,12,8,20211208
37300,あなたの番です 劇場版,2021,12,11,20211211
37323,さよなら、ティラノ,2021,12,11,20211211
37354,モーニング娘。１９コンサートツアー秋,2021,12,13,20211213
37373,宝塚歌劇 花組宝塚大劇場公演「元禄バロックロック」「Ｔｈｅ Ｆａｓｃｉｎａｔｉｏｎ」千秋楽ＬＶ,2021,12,13,20211213
37378,ラストナイト・イン・ソーホー,2021,12,14,20211214
37397,モスラ,2021,12,14,20211214
37450,マトリックス レザレクションズ,2021,12,17,20211217
37465,私はいったい、何と闘っているのか,2021,12,17,20211217
37466,ダーク・ウォーターズ 巨大企業が恐れた男,2021,12,17,20211217
37467,２０２１ ＸＩＡ Ｂａｌｌａｄ ＆ Ｍｕｓｉｃａｌ Ｃｏｎｃｅｒｔ ｗｉｔｈ Ｏｒｃｈｅｓｔｒａ ＬＩＶＥ ＶＩＥＷＩＮＧ,2021,12,17,20211217
37478,ボス・ベイビー ファミリー・ミッション,2021,12,18,20211218
37485,Ａｆｔｅｒｇｌｏｗスペシャルイベント いつも通りの放課後デイズ ライブ・ビューイング,2021,12,18,20211218
37504,仮面ライダー ビヨンド・ジェネレーションズ,2021,12,19,20211219
37571,ハリー・ポッターと死の秘宝 ＰＡＲＴ２,2021,12,21,20211221
37598,世界で一番しあわせな食堂,2021,12,22,20211222
37601,キングスマン ファースト・エージェント,2021,12,24,20211224
37616,レイジング・ファイア,2021,12,24,20211224
37617,ただ悪より救いたまえ,2021,12,24,20211224
37640,３０ｔｈ Ｌ’Ａｎｎｉｖｅｒｓａｒｙ ＴＯＵＲ ＬＩＶＥ ＶＩＥＷＩＮＧ,2021,12,25,20211225
37675,劇場版 呪術廻戦０,2021,12,27,20211227
37718,（ＺＲ２１ ＬＩＶＥ ＺＯＵＮＤ ＨＡＲＤＣＯＲＥ） 劇場版「鬼滅の刃」無限列車編,2021,12,28,20211228
37751,９９．９ 刑事専門弁護士 ＴＨＥ ＭＯＶＩＥ,2021,12,30,20211230
37766,Ｈｅｌｌｏ！Ｐｒｏｊｅｃｔ Ｙｅａｒ－Ｅｎｄ ＰＡＲＴＹ ２０２１ ライブビューイング,2021,12,30,20211230
37767,（ＺＲ２１ 岩浪美和音響監督監修 絶対領界音域 ＬＺ６．１ｃｈ）羅小黒戦記 ロシャオヘイセンキ ぼくが選ぶ未来,2021,12,30,20211230
37768,Ｈｅｌｌｏ！Ｐｒｏｊｅｃｔ Ｔｅａｒ－Ｅｎｄ ＰＡＲＴＹ ２０２０ ライブビューイング,2021,12,30,20211230
37783,明け方の若者たち,2021,12,31,20211231
37798,＜ＺＲ２１ ＬＩＶＥサウンド＞ 機動戦士ガンダム 閃光のハサウェイ,2021,12,31,20211231
37807,劇場版「ＢａｎＧ Ｄｒｅａｍ！ ぽっぴんどりーむ！」,2022,1,1,20220101
37842,映画演劇 サクセス荘 ～侵略者Ｓと西荻窪の奇跡～,2022,1,2,20220102
37843,ヴォイスオブラブ,2022,1,2,20220102
37896,ＢＢＢ（ＢＡＹ ＢＬＵＥ ＢＬＵＥＳ）２０２１,2022,1,4,20220104
37955,映画 文豪ストレイドッグス ＢＥＡＳＴ,2022,1,7,20220107
37960,マークスマン,2022,1,7,20220107
37965,魔神英雄伝ワタル 七魂の龍神丸 －再会－ ＜田中真弓×伊倉一恵 新春スペシャル映像付＞,2022,1,7,20220107
37966,スパイダーマン ノー・ウェイ・ホーム（・吹替版）,2022,1,7,20220107
37973,こんにちは、私のお母さん,2022,1,7,20220107
37982,サンダーバード５５／ＧＯＧＯ,2022,1,8,20220108
37985,決戦は日曜日,2022,1,8,20220108
38000,スパイダーマン ノー・ウェイ・ホーム,2022,1,9,20220109
38125,コンフィデンスマンＪＰ 英雄編,2022,1,14,20220114
38130,クライ・マッチョ,2022,1,14,20220114
38135,キューブリックに魅せられた男,2022,1,14,20220114
38142,スティルウォーター,2022,1,14,20220114
38149,アイムユアマン 恋人はアンドロイド,2022,1,14,20220114
38154,ハウス・オブ・グッチ,2022,1,15,20220115
38195,銀河鉄道９９９ ＨＤリマスター版,2022,1,18,20220118
38256,コーダ あいのうた,2022,1,21,20220121
38261,劇場版 舞台「刀剣乱舞」義伝 暁の独眼竜,2022,1,21,20220121
38266,でっかくなっちゃった赤い子犬 僕はクリフォード,2022,1,21,20220121
38271,ザミスフィッツ,2022,1,21,20220121
38274,ライダーズオブジャスティス,2022,1,21,20220121
38295,僕のヒーローアカデミア ＴＨＥ ＭＯＶＩＥ ワールド ヒーローズ ミッション 特別上映,2022,1,22,20220122
38304,真夜中乙女戦争,2022,1,23,20220123
38317,ＩＤＯＬｉＳＨ７ ファン感謝祭ｖｏｌ２ キミともっと愛を語らないと！ライブビューイング,2022,1,23,20220123
38362,中島みゆき 劇場版 ライヴ・ヒストリー ２００７－２０１６ 歌旅～縁会～一会,2022,1,26,20220126
38373,シルクロード．ｃｏｍ －史上最大の闇サイト－,2022,1,26,20220126
38398,ブラックボックス：音声分析捜査,2022,1,27,20220127
38403,ノイズ,2022,1,28,20220128
38406,前科者,2022,1,28,20220128
38407,フレンチ・ディスパッチ ザ・リバティ、カンザス・イヴニング・サン別冊,2022,1,28,20220128
38412,アダムス・ファミリー２ アメリカ横断旅行！,2022,1,28,20220128
38415,地球外少年少女 前編「地球外からの使者」,2022,1,28,20220128
38420,Ｐｕｒｅ Ｊａｐａｎｅｓｅ,2022,1,28,20220128
38421,クレッシェンド 音楽の架け橋,2022,1,28,20220128
38424,殺すな,2022,1,28,20220128
38427,バイオハザード：ウェルカム・トゥ・ラクーンシティ,2022,1,29,20220129
38462,仮面ライダーセイバー 深罪の三重奏,2022,1,30,20220130
38469,プロジェクトセカイ ＣＯＬＯＲＦＵＬ ＬＩＶＥ １ｓｔ －Ｌｉｎｋ－ ライブビューイング,2022,1,30,20220130
38490,宝塚歌劇 月組宝塚大劇場公演「今夜、ロマンス劇場で」「ＦＵＬＬ ＳＷＩＮＧ！」千秋楽ＬＶ,2022,1,31,20220131
38553,鹿の王 ユナと約束の旅,2022,2,4,20220204
38554,ゴーストバスターズ アフターライフ,2022,2,4,20220204
38555,宇宙戦艦ヤマト２２０５ 新たなる旅立ち 後章 ＳＴＡＳＨＡ,2022,2,4,20220204
38566,Ｓｔｉｌｌ Ｄｒｅａｍｉｎ ～布袋寅泰情熱と栄光のギタリズム～,2022,2,4,20220204
38569,パイプライン,2022,2,4,20220204
38576,大怪獣のあとしまつ,2022,2,5,20220205
38609,３５５,2022,2,6,20220206
38618,エクストリーム・ジョブ,2022,2,6,20220206
38729,嘘喰い,2022,2,11,20220211
38740,ちょっと思い出しただけ,2022,2,11,20220211
38749,ザユナイテッドステイツｖｓ．ビリーホリデイ,2022,2,11,20220211
38762,ザ・ビートルズ ＧＥＴ ＢＡＣＫ：ルーフトップ・コンサート,2022,2,12,20220212
38825,ウエスト・サイド・ストーリー,2022,2,15,20220215
38900,アンチャーテッド,2022,2,18,20220218
38901,愛国女子－紅武士道,2022,2,18,20220218
38904,牛首村,2022,2,18,20220218
38909,グッバイ、ドン・グリーズ！,2022,2,18,20220218
38914,オペレーション・ミンスミート －ナチを欺いた死体－,2022,2,18,20220218
38921,劇場版 舞台「刀剣乱舞」ジョ伝 三つら星刀語り,2022,2,18,20220218
38934,フルーツバスケット －ｐｒｅｌｕｄｅ－,2022,2,19,20220219
39007,君が落とした青空,2022,2,22,20220222
39030,ドリームプラン,2022,2,23,20220223
39075,ナイル殺人事件,2022,2,25,20220225
39086,シラノ,2022,2,25,20220225
39089,ＤＥＥＭＯ サクラノオト あなたの奏でた音が、今も響く,2022,2,25,20220225
39090,ゴヤの名画と優しい泥棒,2022,2,25,20220225
39115,あんさんぶるスターズ！！ Ｒｏａｄ ｔｏ Ｓｈｏｗ！！（先行上映会）,2022,2,26,20220226
39174,仮面ライダーオーズ １０ｔｈ 復活のコアメダル,2022,2,28,20220228
39185,愛国女子−紅武士道,2022,3,1,20220301
39242,フルーツバスケット −ｐｒｅｌｕｄｅ−,2022,3,3,20220303
39251,映画ドラえもん のび太の宇宙小戦争 ２０２１,2022,3,4,20220304
39252,あんさんぶるスターズ！！ Ｒｏａｄ ｔｏ Ｓｈｏｗ！！,2022,3,4,20220304
39283,ＭＡＮＫＡＩ ＭＯＶＩＥ「Ａ３！」ＡＵＴＵＭＮ＆ＷＩＮＴＥＲ,2022,3,5,20220305
39290,ブルーサーマル,2022,3,5,20220305
39301,余命１０年,2022,3,6,20220306
39314,銀河英雄伝説 Ｄｉｅ Ｎｅｕｅ Ｔｈｅｓｅ 激突 第一章,2022,3,6,20220306
39425,ＴＨＥ ＢＡＴＭＡＮ −ザ・バットマン−,2022,3,11,20220311
39456,ウェディング・ハイ,2022,3,12,20220312
39461,映画しまじろう しまじろうと キラキラおうこくの おうじさま,2022,3,12,20220312
39484,ＪＯ１ ＴＨＥ ＭＯＶＩＥ「未完成」−Ｇｏ ｔｏ ｔｈｅ ＴＯＰ−,2022,3,13,20220313
39605,ＫＡＰＰＥＩ カッペイ,2022,3,18,20220318
39614,ガンパウダー・ミルクシェイク,2022,3,18,20220318
39625,ＳＩＮＧ シング ネクストステージ,2022,3,19,20220319
39632,映画おしりたんてい シリアーティ,2022,3,19,20220319
39669,ウルトラマントリガー エピソードＺ,2022,3,20,20220320
39716,無発声応援上映 「ＡＲＡＳＨＩ Ａｎｎｉｖｅｒｓａｒｙ Ｔｏｕｒ ５×２０ ＦＩＬＭ ’Ｒｅｃｏｒｄ ｏｆ Ｍｅｍｏｒｉｅｓ”」（７．１ｃｈＬＺ）,2022,3,22,20220322
39775,映画 おそ松さん,2022,3,25,20220325
39780,ナイトメア・アリー,2022,3,25,20220325
39787,ベルファスト,2022,3,25,20220325
39794,ツーアウトフルベース,2022,3,25,20220325
39809,アンビュランス,2022,3,26,20220326
39894,映画 きかんしゃトーマス オールスター☆パレード,2022,3,29,20220329
39923,オートクチュール,2022,3,30,20220330
